date,bin_id,latitude,longitude,fill_level,type
2025-11-13,BH 1,31.251131,75.700444,8.92,Hostel
2025-11-13,BH 2,31.249572,75.701215,62.98,Hostel
2025-11-13,BH 3,31.249341,75.700326,33.19,Hostel
2025-11-13,BH 4,31.248807,75.69945,36.76,Hostel
2025-11-13,BH 5,31.248429,75.703425,46.36,Hostel
2025-11-13,BH 6,31.24773,75.703284,56.74,Hostel
2025-11-13,BH 7,31.249587,75.698453,56.68,Hostel
2025-11-13,BH 9,31.248997,75.707221,52.71,Hostel
2025-11-13,GH 1,31.25698,75.705917,42.85,Hostel
2025-11-13,GH 2,31.256576349156013,75.70600305197192,84.35,Hostel
2025-11-13,GH 3,31.256247,75.705907,37.21,Hostel
2025-11-13,GH 4,31.256147,75.705593,69.7,Hostel
2025-11-13,GH 5,31.253345,75.701441,62.65,Hostel
2025-11-13,GH 6,31.253894,75.701453,49.62,Hostel
2025-11-13,Block 25,31.252766935323233,75.70247007647266,22.4,Academic
2025-11-13,Block 26,31.25251262043042,75.70288890163525,34.83,Academic
2025-11-13,Block 27,31.25262304671798,75.70329206978182,33.71,Academic
2025-11-13,Block 28,31.252596276720727,75.7037813515131,34.92,Academic
2025-11-13,Block 29,31.252562116406462,75.70411583579198,29.92,Academic
2025-11-13,Block 30,31.252571645141806,75.70455889610352,42.48,Academic
2025-11-13,Block 31,31.252702665155137,75.7049295063012,22.67,Academic
2025-11-13,Block 32,31.25216502650298,75.70479171190456,14.33,Academic
2025-11-13,Block 33,31.251433721346658,75.70482876400567,12.94,Academic
2025-11-13,Block 34,31.251507960320698,75.70420351952421,8.32,Academic
2025-11-13,UniMall,31.25571794879689,75.70553427963397,30.06,Default
2025-11-13,Oven Express (Main FC),31.257670255968534,75.7078325176423,99.54,Food Court
2025-11-13,Food Court 1,31.25071137449487,75.70009168116188,55.69,Food Court
2025-11-13,Food Court 2,31.24912804468433,75.69950557836073,79.31,Food Court
2025-11-13,Food Court 3,31.249114785500492,75.70177503332981,26.38,Food Court
2025-11-13,Food Court 4,31.252365144929435,75.7019262975906,100.0,Food Court
2025-11-13,Food Court 5,31.250888320767253,75.70475685420077,83.22,Food Court
2025-11-13,Food Court 6,31.255250658751176,75.70326922923269,69.9,Food Court
2025-11-13,Food Court 7,31.247164525086042,75.70462982835663,100.0,Food Court
2025-11-13,Robo Park,31.253253426235908,75.70323783622219,75.62,Park
2025-11-13,Dildo Park,31.258042979879235,75.70734165487251,77.73,Park
2025-11-13,BH 1 Ground,31.251164654273417,75.69910443978571,67.66,Hostel
2025-11-13,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,47.3,Hostel
2025-11-14,BH 1,31.251131,75.700444,25.83,Hostel
2025-11-14,BH 2,31.249572,75.701215,98.02,Hostel
2025-11-14,BH 3,31.249341,75.700326,48.43,Hostel
2025-11-14,BH 4,31.248807,75.69945,32.28,Hostel
2025-11-14,BH 5,31.248429,75.703425,33.87,Hostel
2025-11-14,BH 6,31.24773,75.703284,56.27,Hostel
2025-11-14,BH 7,31.249587,75.698453,48.46,Hostel
2025-11-14,BH 9,31.248997,75.707221,41.31,Hostel
2025-11-14,GH 1,31.25698,75.705917,46.1,Hostel
2025-11-14,GH 2,31.256576349156013,75.70600305197192,1.91,Hostel
2025-11-14,GH 3,31.256247,75.705907,54.11,Hostel
2025-11-14,GH 4,31.256147,75.705593,86.58,Hostel
2025-11-14,GH 5,31.253345,75.701441,34.01,Hostel
2025-11-14,GH 6,31.253894,75.701453,90.43,Hostel
2025-11-14,Block 25,31.252766935323233,75.70247007647266,30.16,Academic
2025-11-14,Block 26,31.25251262043042,75.70288890163525,15.16,Academic
2025-11-14,Block 27,31.25262304671798,75.70329206978182,36.28,Academic
2025-11-14,Block 28,31.252596276720727,75.7037813515131,41.67,Academic
2025-11-14,Block 29,31.252562116406462,75.70411583579198,21.36,Academic
2025-11-14,Block 30,31.252571645141806,75.70455889610352,32.48,Academic
2025-11-14,Block 31,31.252702665155137,75.7049295063012,38.66,Academic
2025-11-14,Block 32,31.25216502650298,75.70479171190456,29.02,Academic
2025-11-14,Block 33,31.251433721346658,75.70482876400567,15.44,Academic
2025-11-14,Block 34,31.251507960320698,75.70420351952421,2.59,Academic
2025-11-14,UniMall,31.25571794879689,75.70553427963397,23.88,Default
2025-11-14,Oven Express (Main FC),31.257670255968534,75.7078325176423,100.0,Food Court
2025-11-14,Food Court 1,31.25071137449487,75.70009168116188,100.0,Food Court
2025-11-14,Food Court 2,31.24912804468433,75.69950557836073,100.0,Food Court
2025-11-14,Food Court 3,31.249114785500492,75.70177503332981,87.96,Food Court
2025-11-14,Food Court 4,31.252365144929435,75.7019262975906,45.65,Food Court
2025-11-14,Food Court 5,31.250888320767253,75.70475685420077,71.57,Food Court
2025-11-14,Food Court 6,31.255250658751176,75.70326922923269,22.8,Food Court
2025-11-14,Food Court 7,31.247164525086042,75.70462982835663,95.44,Food Court
2025-11-14,Robo Park,31.253253426235908,75.70323783622219,25.27,Park
2025-11-14,Dildo Park,31.258042979879235,75.70734165487251,6.76,Park
2025-11-14,BH 1 Ground,31.251164654273417,75.69910443978571,84.03,Hostel
2025-11-14,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,64.22,Hostel
2025-11-15,BH 1,31.251131,75.700444,37.69,Hostel
2025-11-15,BH 2,31.249572,75.701215,25.42,Hostel
2025-11-15,BH 3,31.249341,75.700326,32.58,Hostel
2025-11-15,BH 4,31.248807,75.69945,22.14,Hostel
2025-11-15,BH 5,31.248429,75.703425,21.42,Hostel
2025-11-15,BH 6,31.24773,75.703284,27.4,Hostel
2025-11-15,BH 7,31.249587,75.698453,45.86,Hostel
2025-11-15,BH 9,31.248997,75.707221,19.22,Hostel
2025-11-15,GH 1,31.25698,75.705917,59.32,Hostel
2025-11-15,GH 2,31.256576349156013,75.70600305197192,100.0,Hostel
2025-11-15,GH 3,31.256247,75.705907,57.57,Hostel
2025-11-15,GH 4,31.256147,75.705593,38.06,Hostel
2025-11-15,GH 5,31.253345,75.701441,35.9,Hostel
2025-11-15,GH 6,31.253894,75.701453,15.71,Hostel
2025-11-15,Block 25,31.252766935323233,75.70247007647266,27.77,Academic
2025-11-15,Block 26,31.25251262043042,75.70288890163525,37.49,Academic
2025-11-15,Block 27,31.25262304671798,75.70329206978182,36.54,Academic
2025-11-15,Block 28,31.252596276720727,75.7037813515131,35.33,Academic
2025-11-15,Block 29,31.252562116406462,75.70411583579198,38.92,Academic
2025-11-15,Block 30,31.252571645141806,75.70455889610352,11.02,Academic
2025-11-15,Block 31,31.252702665155137,75.7049295063012,18.26,Academic
2025-11-15,Block 32,31.25216502650298,75.70479171190456,12.09,Academic
2025-11-15,Block 33,31.251433721346658,75.70482876400567,39.69,Academic
2025-11-15,Block 34,31.251507960320698,75.70420351952421,2.02,Academic
2025-11-15,UniMall,31.25571794879689,75.70553427963397,50.61,Default
2025-11-15,Oven Express (Main FC),31.257670255968534,75.7078325176423,58.37,Food Court
2025-11-15,Food Court 1,31.25071137449487,75.70009168116188,81.07,Food Court
2025-11-15,Food Court 2,31.24912804468433,75.69950557836073,100.0,Food Court
2025-11-15,Food Court 3,31.249114785500492,75.70177503332981,45.44,Food Court
2025-11-15,Food Court 4,31.252365144929435,75.7019262975906,87.66,Food Court
2025-11-15,Food Court 5,31.250888320767253,75.70475685420077,56.77,Food Court
2025-11-15,Food Court 6,31.255250658751176,75.70326922923269,78.83,Food Court
2025-11-15,Food Court 7,31.247164525086042,75.70462982835663,91.54,Food Court
2025-11-15,Robo Park,31.253253426235908,75.70323783622219,28.08,Park
2025-11-15,Dildo Park,31.258042979879235,75.70734165487251,47.93,Park
2025-11-15,BH 1 Ground,31.251164654273417,75.69910443978571,66.5,Hostel
2025-11-15,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,35.41,Hostel
2025-11-16,BH 1,31.251131,75.700444,30.23,Hostel
2025-11-16,BH 2,31.249572,75.701215,29.25,Hostel
2025-11-16,BH 3,31.249341,75.700326,31.47,Hostel
2025-11-16,BH 4,31.248807,75.69945,36.47,Hostel
2025-11-16,BH 5,31.248429,75.703425,70.54,Hostel
2025-11-16,BH 6,31.24773,75.703284,52.01,Hostel
2025-11-16,BH 7,31.249587,75.698453,60.15,Hostel
2025-11-16,BH 9,31.248997,75.707221,13.59,Hostel
2025-11-16,GH 1,31.25698,75.705917,62.3,Hostel
2025-11-16,GH 2,31.256576349156013,75.70600305197192,33.1,Hostel
2025-11-16,GH 3,31.256247,75.705907,40.86,Hostel
2025-11-16,GH 4,31.256147,75.705593,81.28,Hostel
2025-11-16,GH 5,31.253345,75.701441,37.57,Hostel
2025-11-16,GH 6,31.253894,75.701453,70.35,Hostel
2025-11-16,Block 25,31.252766935323233,75.70247007647266,37.41,Academic
2025-11-16,Block 26,31.25251262043042,75.70288890163525,30.82,Academic
2025-11-16,Block 27,31.25262304671798,75.70329206978182,18.89,Academic
2025-11-16,Block 28,31.252596276720727,75.7037813515131,46.51,Academic
2025-11-16,Block 29,31.252562116406462,75.70411583579198,23.83,Academic
2025-11-16,Block 30,31.252571645141806,75.70455889610352,23.69,Academic
2025-11-16,Block 31,31.252702665155137,75.7049295063012,47.58,Academic
2025-11-16,Block 32,31.25216502650298,75.70479171190456,14.98,Academic
2025-11-16,Block 33,31.251433721346658,75.70482876400567,33.33,Academic
2025-11-16,Block 34,31.251507960320698,75.70420351952421,20.8,Academic
2025-11-16,UniMall,31.25571794879689,75.70553427963397,33.76,Default
2025-11-16,Oven Express (Main FC),31.257670255968534,75.7078325176423,99.43,Food Court
2025-11-16,Food Court 1,31.25071137449487,75.70009168116188,58.12,Food Court
2025-11-16,Food Court 2,31.24912804468433,75.69950557836073,15.69,Food Court
2025-11-16,Food Court 3,31.249114785500492,75.70177503332981,78.13,Food Court
2025-11-16,Food Court 4,31.252365144929435,75.7019262975906,71.22,Food Court
2025-11-16,Food Court 5,31.250888320767253,75.70475685420077,73.43,Food Court
2025-11-16,Food Court 6,31.255250658751176,75.70326922923269,75.26,Food Court
2025-11-16,Food Court 7,31.247164525086042,75.70462982835663,100.0,Food Court
2025-11-16,Robo Park,31.253253426235908,75.70323783622219,18.8,Park
2025-11-16,Dildo Park,31.258042979879235,75.70734165487251,45.7,Park
2025-11-16,BH 1 Ground,31.251164654273417,75.69910443978571,42.21,Hostel
2025-11-16,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,49.36,Hostel
2025-11-17,BH 1,31.251131,75.700444,48.36,Hostel
2025-11-17,BH 2,31.249572,75.701215,66.75,Hostel
2025-11-17,BH 3,31.249341,75.700326,34.09,Hostel
2025-11-17,BH 4,31.248807,75.69945,35.99,Hostel
2025-11-17,BH 5,31.248429,75.703425,53.3,Hostel
2025-11-17,BH 6,31.24773,75.703284,65.75,Hostel
2025-11-17,BH 7,31.249587,75.698453,51.86,Hostel
2025-11-17,BH 9,31.248997,75.707221,50.26,Hostel
2025-11-17,GH 1,31.25698,75.705917,82.5,Hostel
2025-11-17,GH 2,31.256576349156013,75.70600305197192,64.24,Hostel
2025-11-17,GH 3,31.256247,75.705907,52.17,Hostel
2025-11-17,GH 4,31.256147,75.705593,61.86,Hostel
2025-11-17,GH 5,31.253345,75.701441,19.76,Hostel
2025-11-17,GH 6,31.253894,75.701453,75.35,Hostel
2025-11-17,Block 25,31.252766935323233,75.70247007647266,16.08,Academic
2025-11-17,Block 26,31.25251262043042,75.70288890163525,30.53,Academic
2025-11-17,Block 27,31.25262304671798,75.70329206978182,24.42,Academic
2025-11-17,Block 28,31.252596276720727,75.7037813515131,43.34,Academic
2025-11-17,Block 29,31.252562116406462,75.70411583579198,28.11,Academic
2025-11-17,Block 30,31.252571645141806,75.70455889610352,25.19,Academic
2025-11-17,Block 31,31.252702665155137,75.7049295063012,7.55,Academic
2025-11-17,Block 32,31.25216502650298,75.70479171190456,31.65,Academic
2025-11-17,Block 33,31.251433721346658,75.70482876400567,29.67,Academic
2025-11-17,Block 34,31.251507960320698,75.70420351952421,16.89,Academic
2025-11-17,UniMall,31.25571794879689,75.70553427963397,34.64,Default
2025-11-17,Oven Express (Main FC),31.257670255968534,75.7078325176423,100.0,Food Court
2025-11-17,Food Court 1,31.25071137449487,75.70009168116188,100.0,Food Court
2025-11-17,Food Court 2,31.24912804468433,75.69950557836073,100.0,Food Court
2025-11-17,Food Court 3,31.249114785500492,75.70177503332981,39.58,Food Court
2025-11-17,Food Court 4,31.252365144929435,75.7019262975906,68.83,Food Court
2025-11-17,Food Court 5,31.250888320767253,75.70475685420077,100.0,Food Court
2025-11-17,Food Court 6,31.255250658751176,75.70326922923269,88.33,Food Court
2025-11-17,Food Court 7,31.247164525086042,75.70462982835663,88.95,Food Court
2025-11-17,Robo Park,31.253253426235908,75.70323783622219,41.85,Park
2025-11-17,Dildo Park,31.258042979879235,75.70734165487251,59.65,Park
2025-11-17,BH 1 Ground,31.251164654273417,75.69910443978571,44.64,Hostel
2025-11-17,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,74.35,Hostel
2025-11-18,BH 1,31.251131,75.700444,24.85,Hostel
2025-11-18,BH 2,31.249572,75.701215,58.45,Hostel
2025-11-18,BH 3,31.249341,75.700326,56.4,Hostel
2025-11-18,BH 4,31.248807,75.69945,59.47,Hostel
2025-11-18,BH 5,31.248429,75.703425,34.54,Hostel
2025-11-18,BH 6,31.24773,75.703284,65.12,Hostel
2025-11-18,BH 7,31.249587,75.698453,62.83,Hostel
2025-11-18,BH 9,31.248997,75.707221,53.26,Hostel
2025-11-18,GH 1,31.25698,75.705917,30.77,Hostel
2025-11-18,GH 2,31.256576349156013,75.70600305197192,50.37,Hostel
2025-11-18,GH 3,31.256247,75.705907,44.19,Hostel
2025-11-18,GH 4,31.256147,75.705593,40.57,Hostel
2025-11-18,GH 5,31.253345,75.701441,35.71,Hostel
2025-11-18,GH 6,31.253894,75.701453,32.99,Hostel
2025-11-18,Block 25,31.252766935323233,75.70247007647266,15.31,Academic
2025-11-18,Block 26,31.25251262043042,75.70288890163525,38.44,Academic
2025-11-18,Block 27,31.25262304671798,75.70329206978182,33.02,Academic
2025-11-18,Block 28,31.252596276720727,75.7037813515131,39.34,Academic
2025-11-18,Block 29,31.252562116406462,75.70411583579198,11.17,Academic
2025-11-18,Block 30,31.252571645141806,75.70455889610352,21.53,Academic
2025-11-18,Block 31,31.252702665155137,75.7049295063012,27.92,Academic
2025-11-18,Block 32,31.25216502650298,75.70479171190456,40.46,Academic
2025-11-18,Block 33,31.251433721346658,75.70482876400567,33.81,Academic
2025-11-18,Block 34,31.251507960320698,75.70420351952421,28.83,Academic
2025-11-18,UniMall,31.25571794879689,75.70553427963397,37.52,Default
2025-11-18,Oven Express (Main FC),31.257670255968534,75.7078325176423,100.0,Food Court
2025-11-18,Food Court 1,31.25071137449487,75.70009168116188,47.04,Food Court
2025-11-18,Food Court 2,31.24912804468433,75.69950557836073,88.23,Food Court
2025-11-18,Food Court 3,31.249114785500492,75.70177503332981,64.46,Food Court
2025-11-18,Food Court 4,31.252365144929435,75.7019262975906,95.4,Food Court
2025-11-18,Food Court 5,31.250888320767253,75.70475685420077,80.55,Food Court
2025-11-18,Food Court 6,31.255250658751176,75.70326922923269,100.0,Food Court
2025-11-18,Food Court 7,31.247164525086042,75.70462982835663,63.61,Food Court
2025-11-18,Robo Park,31.253253426235908,75.70323783622219,60.79,Park
2025-11-18,Dildo Park,31.258042979879235,75.70734165487251,25.33,Park
2025-11-18,BH 1 Ground,31.251164654273417,75.69910443978571,64.7,Hostel
2025-11-18,BH 6 Cricket Ground,31.247864304246278,75.70102606171987,33.93,Hostel
2025-11-19,BH 1,31.251131,75.700444,47.85,Hostel
2025-11-19,BH 2,31.249572,75.701215,49.98,Hostel
2025-11-19,BH 3,31.249341,75.700326,30.41,Hostel
